Scheme,       LINK,        FILE
"Jharkhand govt. is going to launch Mukhbir Yojana to curb child marriage. Under this scheme, people who gives information regarding the child marriage plan to the authorities and becomes spy of govt. will get a cash reward of Rs. 1,000. Moreover, all the village panchayats with no case of child marriage in a single year will get Rs. 50,000.
Dept. of Health and Family Welfare has already sent this proposal to the central government for approval. The primary objective is to eliminate the curse of child marriage from the society. Necessary Counselling will be given to the child whose marriage was going to happen.
Tracking, Identification and Counselling of minor couples could be done by Sahiyas. They will make them understand the need of marriage at the appropriate age. Govt. will provide special training to all Sahiyas. ",https://saralnama.in/yojana/21522/jharkhand-mukhbir-yojana-2021-rs-1000-reward-for-child-marriage-informant/,https://drive.google.com/file/d/1ntaLgZ0pS_OdktWeD7L_xhdiM_zqq-Pl/view?usp=sharing
"Cabinet Committee, Jharkhand govt. has approved Jharkhand Divyang Jan Adhikar Niyamavali – 2018. This decision will specify the rights and rules of the disabled people. Thus the primary objective is to make the state a friendly place to live for the Persons With Disabilities (PWDs). Now each PWD will get equal opportunity in jobs, certification and also safeguard them from atrocities.
All the physically challenged people can utilize the mandated regulations to get hindrance free environment for their development. Moreover, such people can also seek govt. support to ensure their survival and well-being.
In addition, govt. will set up a state level commission to resolve the queries and complaints of the disabled people. The entire idea behind these rights and rules is to provide unrestricted accessibility to divyang jan at each and every level in society.",https://www.yojanaschemehindi.com/jharkhand-divyang-jan-adhikar-niyamawali-disabled-%E0%A4%A6%E0%A4%BF%E0%A4%B5%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%82%E0%A4%97-%E0%A4%9C%E0%A4%A8-%E0%A4%85%E0%A4%A7%E0%A4%BF%E0%A4%95%E0%A4%BE%E0%A4%B0/,https://drive.google.com/file/d/1PGQVplo3h-kzXLfJfyoxd03XMjrBDzeG/view?usp=sharing
"Jharkhand govt. has launched Chief Minister Fellowship Yojana (CMFY) for Students. Subsequently, all the students can now make online applications for scholarships, grants and honorarium. Accordingly, CM Fellowship Yojana will enable the talented students to complete their studies through easy access to scholarships and grants. Interested candidates can apply online through the official website jhcmfellowship.nic.in
Now students will not have to make unnecessary visits to several departments. This online system will resolve the problem of the candidates who are unable to pursue their studies due to lack of funds. Moreover, govt. is taking efficient steps to raise the standards of higher education and also to promote research.
Furthermore, govt. is also taking steps to provide grants on scholarships. All the candidates who are not paying IT returns can make online registration for CM Fellowship Yojana through the official website from 25 January 2018.",https://vikaspedia.in/schemesall/state-specific-schemes/welfare-schemes-of-jharkhand/chief-minister-fellowship-yojana,https://drive.google.com/file/d/1xWcG8jrxHuYTUdhXzp0WihVdRGH727L6/view?usp=sharing
"Mukhyamantri Swasthya Beema Yojana (MSBY) is a new health insurance scheme in the state of Jharkhand which will be launched on 15th November 2017. The state government of Jharkhand will implement the Swasthya Beema Yojana from 28th December 2017 to provide health insurance coverage to the state residents.
The government is preparing to launch the Chief Minister Health Insurance Scheme on 15th November. The scheme will provide benefits to about 57 lakh families in the state who are covered under the National Food Security Act. The government would provide free and cashless treatment to the poor families under the scheme.
The government may not take any premium from the poor people of the state and bear the full premium. The treatment under the Mukhyamantri Swasthya Beema Yojana would be available at all the government hospitals and empaneled private health institutions. The government will also enlist the popular and well-known hospitals and nursing homes at its border line and neighboring states for free and cashless treatment under the scheme.",https://imp.center/gov/mukhyamantri-swasthya-beema-yojana-msby-jharkhand/,https://drive.google.com/file/d/1qNJ4ajYrFjWlvBhBfH67nQWTlQihNpFE/view?usp=sharing
"The state government of Jharkhand has launched “Gyanodaya Scheme” for schools teachers. The objective of this scheme is to distribute tablets to teachers of 40 thousand schools across the state.
The chief Minister of Jharkhand has introduced Gyanodaya scheme at the occasion of the Teachers’ Association of Honor organized at the Panabhatta Stadium. A tablet will be given to teachers to carry out their work online anywhere at any time.
Gyanodaya Scheme – Free Tablet to Teachers
The aim of this scheme is not only the real time monitoring of schools but it will also help in knowing online the learning outcomes of children. Through online software, teachers, children’s attendance, drop out, mid- day meal etc. will be monitored online by the department of education, Jharkhand.",http://www.jagran.com/jharkhand/ranchi-teachers-day-celebration-in-jharkhand-16662640.html,https://drive.google.com/file/d/1a202k2v7hnWVEourTCkAgAYE6HWBYGQc/view?usp=sharing
"The State Government of Jharkhand is planning to introduce ‘CM Health Insurance Scheme’ on September 25. The main initiative of the scheme is to provide health insurance facilities to the citizens of Jharkhand. 
CM health insurance scheme will be implemented in all districts of Jharkhand. The state government has also introduced a special campaign in four districts of Santhal Pargana (Dumka, Sahebganj, Pakur and Godda) to eradicate Kala-azar. 
The aim of the Jharkhand State Government is to provide quality health care services, particularly for those peoples who are living in the remote and difficult areas in order to reduce number of diseases.
The scheme is also expected to lessen the burden on state residents and help them get better treatments.",https://economictimes.indiatimes.com/wealth/insure/ayushman-bharat-how-to-check-entitlement-and-eligibility/articleshow/65422257.cms,https://drive.google.com/file/d/1efC5kjwnlOGPSDv1DuCeCAcVU1S6PBxU/view?usp=sharing
"Chief Minister of Jharkhand has announced a new free smartphones scheme for panchayat workers. The state government would provide free smartphones to panchayat swayam sevak under the scheme. The smartphones under the new scheme would be distributed on the lines of mobile phones distributed by the PM among members of Sakhi mandals in Sahibganj in April.
The announcement of the smartphones scheme for panchayat workers was made during a Panchayat Swayam Sevak’s meet “Sarkar Aapke Dwar” at the Jawaharlal Nehru Stadium in Dhurva. The state minister for rural development urged the CM to launch such a scheme for Panchayat workers. 
The main objective of the smartphone scheme is to empower the Panchayat Swayam Sevak’s with the digital technology. The smartphones scheme would help Panchayat Workers seamlessly connect and communicate with the government departments.",https://timesofindia.indiatimes.com/city/ranchi/panchayat-workers-to-get-smartphones-raghubar-das/articleshow/58851125.cms,https://drive.google.com/file/d/1BsnPf-lstVMO67CMRWwSXmmUPRH8o1N9/view?usp=sharing
"PMAY Ranchi Application Form DownloadPMAY Ranchi Flat DetailsEligibility Criteria
Ranchi Municipal Corporation (RMC) is inviting applications for demand survey for Pradhan Mantri Awas Yojana – Urban. The application forms for Pradhan Mantri Awas Yojana demand survey in Ranchi can be downloaded from the official website of Ranchi Municipal Corporation at ranchimunicipal.com.
RMC has launched a demand survey for the PMAY and inviting applications from interested eligible candidates. The state government of Jharkhand will provide affordable houses to urban poor beneficiaries of the scheme under PMAY.
PMAY Ranchi Application Form Download
The application form for demand survey of PMAY in Ranchi can be downloaded in PDF format from the official website of Ranchi Municipal Corporation from the following link.",https://www.masterplansindia.com/fill-pradhan-mantri-awas-yojana-ranchi-pmay-application-form/,https://drive.google.com/file/d/1EsU2m1c3FKA6Y837NEGGzZ8nPeURP-hu/view?usp=sharing
"The state government of Jharkhand has announced a free rice scheme named as PTG Dakia Yojana for providing free rice to PTG families. The scheme will provide benefits to the 70,000 (Primitive Tribal Group) PTG families by providing them food grain at their door-steps under PTG Dakia Yojana.
PTG Dakia Yojana – Free Rice Scheme
Under the PTG Dakia Yojana, a free rice scheme under which Primitive Tribal Group families will be provided a packet of 35 kg rice every month. The door to door distribution of rice packets will be handled by the employees of Food and Civil Supplies Department.
The government has formally launched the free rice scheme in three districts including, Godda, Sahebganj and Palamu. The above areas are selected for the launch of the scheme because they have a relatively higher concentration of PTGs. On an average, every district in Jharkhand have about 5,000 PGT families but in these districts, the average number of PGT families is about 7,000.",https://imp.center/gov/ptg-dakia-yojana-free-rice-scheme/,https://drive.google.com/file/d/11uDBfyGgbTcf8vMSbrd3FCYnIuAbZ5w_/view?usp=sharing
"Bal Garib Samridhhi Yojana is a new scheme announced by the chief Minister of Jharkhand for the welfare of mothers and newborn infants. The scheme was announced by the chief minister while addressing the Eastern Zone Conference organized by Jharkhand High Court and the Women and Child Development Department on 11th February.
Bal Garib Samridhhi Yojana
Anyone would be able to contribute to the scheme. The details of the scheme has not been revealed yet because the scheme is not launched yet. The state government is working to build child reform homes and rehabilitation centers in Ranchi and Gumla where they would provide skill development training which would help to check migration among children. This would cost around Rs. 23 crore and will be borne by the government itself.
Model child reform homes has been constructed in Ranchi and Jamshedpur and the work is under progress at other child reform centers. Through a video conferencing, around 115 cases of juvenile justice were taken up of which around 17 cases were disposed off. Video conferencing facility would be provided at Hazaribagh child reform centers.",http://www.uniindia.com/jharkhand-govt-to-launch-bal-garib-samridhhi-yojana--das/other/news/778533.html,https://drive.google.com/file/d/1wQHiYZB84Hlcgwu00irRLPQQ3xPCu3k8/view?usp=sharing
"The state government of Jharkhand has announced a free mobile scheme for Women Entrepreneurs in the state. The Jharkhand government would distribute 1 Lakh free smartphones to women Entrepreneurs under the scheme. The scheme would be aimed at boosting Digital India initiative. Chief minister of Jharkhand Mr. Raghubar Das announced the free mobile scheme for one lakh women entrepreneurs.
Women Entrepreneurs are the backbone of the rural economy in the state and the free mobile scheme will help digitization of the state and making it a cashless economy. The government wants to prepare 4,80,000 women entrepreneurs and strengthen them. 
The chief minister also announced Tejaswini scheme and Johar scheme of Rs. 600 crore and Rs. 1400 Crore respectively. Under the Tejaswini Yojana, girls between 14-24 age groups will be strengthened with the help of World Bank. Girls would be provided informal education to inspire them about higher education. The government may also build skill centers under the scheme if required.",https://imp.center/gov/free-mobile-scheme-women-entrepreneurs-jharkhand/,https://drive.google.com/file/d/1ergtuU6_ZrCcn8vGwBHPJf7VXNj8kCuX/view?usp=sharing
"Karnataka Saptapadi Vivah Yojana 2020 Assistance AmountKarnataka Sapthapadi Vivah Yojana Eligibility CriteriaKarnataka Saptapadi Vivah Yojana RegistrationCheck Mass Marriage New Dates
Karnataka government has launched Sapthapadi Vivah Yojana on 10 January 2020. Under this Mass Marriage Scheme, the state govt. will provide Rs. 55,000 to newly wed couples. For this assistance, the candidates will have to make Karnataka Saptapadi Vivah Yojana 2020 registration at the temples. So, check the complete details of this Mass Wedding Scheme launched by CM B.S. Yediyurappa. 
Chief Minister of Karnataka has released the logo and pamphlets of the ‘Saptapadi’ mass wedding ceremony. The answers to question such as how to avail Saptapadi Vivah Yojana 2020 assistance, how & where to make registration and what is the eligibility criteria is given in this post. Moreover, the state govt. has announced dates for twice postponed mass marriage which will be held at Grade A temples coming under Religious Endowment Department.
All those couples who are going to be married in the next few days can avail benefits of Sapthapadi Vivah Yojana. The plan is to conduct about 1,000 marriages in 90-100 temples.",https://www.newindianexpress.com/states/karnataka/2020/jan/10/cm-yediyurappa-launches-mass-marriage-programme-in-bengaluru-2087811.html,https://drive.google.com/file/d/1r--yoRAXmcJq2dBmNAva85ZKQUB8y_pD/view?usp=sharing
"Kaushalya Karnataka Online Registration / Application Form 2020Kaushalya Karnataka Scheme – Who can ApplyKaushalya Karnataka Scheme Training Provider Registration
Kaushalya Karnataka is an ambitious skill development scheme of state government of Karnataka under which unemployed youth would be provided skill training. The main objective of the scheme is to enhance the employability of youth by enhancing the skill through industry ready skill development programs. People can now fill Kaushalya Karnataka Online Registration / Application Form 2020 at www.kaushalkar.com official website
The government has launched a dedicated website www.kaushalkar.com where the detailed information can be found about the Karnataka Koushalya scheme. Through the Kaushalya Karnataka scheme, the interested youth can acquire necessary skills required for employment and earn their livelihood. ",www.kaushalkar.com.,https://drive.google.com/file/d/11ltXp_LnZ8Zz-aamwqhSbrciIgSZIPBk/view?usp=sharing
"Karnataka govt. is going to provide Interest Free Home Loans for people in rural and urban areas. Under this scheme, govt. will revise the subsidies on home loans under certain specific conditions. In the mega Housing For All Scheme, the state govt. is planning to build around 19 lakh homes in next 2 and half years (30 months).
In Karnataka Interest Free Home Loan Scheme, govt. is offering to pay interest for home loans of upto Rs. 12 lakh in urban areas. Moreover for rural areas, govt. will pay interest for home loans of upto Rs. 6 lakh.
After the revision in the home loan subsidies in Karnataka, people will just have to pay back their principal loan amount to the banks.",https://www.99acres.com/articles/karnataka-plans-to-introduce-interest-free-home-loans-nid.html,https://drive.google.com/file/d/1XloQ5AfaF7NQKY18RNomYEe0ftDdLwcy/view?usp=sharing
"Karnataka govt. has launched Taali Bhagya Scheme to bear increasing cost of wedding expenses to help poor Hindu families. This scheme is a sequel of sorts of former CM Siddaramaiah’s Shaadi Bhagya Scheme which is a flagship scheme for minorities. Mass marriages will be held on auspicious days of 26 April & 24 May next year. These marriages would be organized in selected temples which fall under Muzrai department.
All the temples will spend Rs. 55,000 per couple including an 8 gram gold taali (mangalasutra) worth Rs. 40,000. Under Karnataka Taali Bhagya Scheme, Rs. 5,000 will be given to groom and Rs. 10,000 for bride for clothing and other wedding experience.
The cash will be deposited in the Taali Bhagya Scheme beneficiaries bank accounts just after the wedding.",https://timesofindia.indiatimes.com/city/bengaluru/karnataka-government-to-launch-taali-bhagya-for-poor-hindus/articleshow/71847174.cms,https://drive.google.com/file/d/1yEnMyElhISFAmEFbByRCZdyHSERvgTXU/view?usp=sharing
"Karnataka Free Laptop Scheme 2020Karnataka Free Laptop Scheme Registration – How to ApplyEligibility Criteria for Free Laptop SchemeList of Documents RequiredObjectives of Karnataka Free Laptop Distribution SchemeFeatures Of Free Laptop Scheme in KarnatakaList of Courses Applicable for Karnataka Free Laptop SchemeList of Colleges Participating in Free Laptop Scheme
Karnataka Free Laptop Scheme 2020 registration form available at dce.karnataka.gov.in. All the applicants who have passed their 12th class can now apply online for free Laptop Yojana. In this article, we will tell you about the important aspects of the Karnataka Free Laptop Scheme. ",https://pmmodiyojana.in/karnataka-free-laptop-scheme/,https://drive.google.com/file/d/1VsjwSg4h2HNXTT41nhiSbnQaAI6-yCmM/view?usp=sharing
"Food and Civil Supplies department is inviting Karnataka Ration Card online application form 2020 at ahara.kar.nic.in. People can now apply online for new ration card in Karnataka & can also check complete application procedure in PDF format. All those people whose name does not appears in the Karnataka Ration Card List 2019-2020 can now check documents required and how to apply for new APL / BPL ration card in Karnataka. Moreover, people can also track status of Application for Inclusion of Name in Ration Card Karnataka.
All the candidates can check the process of how to apply ration card online Karnataka by filling ration card Karnataka online application 2019-2020. In addition to this, people can perform Karnataka Ration Card Form PDF download and submit it to the concerned authorities to get their name included in the new Ration Card List. ",https://ahara.kar.nic.in/Aharadept/Doc/newaplrc.pdf,https://drive.google.com/file/d/1BP5tA2TACLMA5VjQeIh-P2rBpEtqrNxP/view?usp=sharing
" Chief Minister Self Employment Scheme (CMEGP) Online Application Form2. Download CM Self Employment Scheme (CMEGP) Application Form3. Check CMEGP Application Status OnlineChief Minister Self Employment Generation Programme (CMEGP) DocumentsCMEGP Details & Eligibility CriteriaChief Minister Self Employment Scheme Helpline Numbers
Karnataka govt. is inviting online applications for Chief Minister Self Employment Scheme at cmegp.kar.nic.in to provide govt. subsidy on loans to individual entrepreneurs in rural areas. Each beneficiary can avail subsidy ranging from 25% to 35% on a single project costing upto Rs. 10 lakh. Interested candidates can check CMEGP details, documents before filling cm self employment scheme online application form 2019 at the official website. ",cmegp.kar.nic.in,https://drive.google.com/file/d/1d8FlG_ZPUOwjsejvSPzqRiyAkHUPPtRP/view?usp=sharing
"Election Commission is going to conduct Lok Sabha Elections and has already announced the LS election dates. Voting for LS Chunav in the state was held in 2 phase i.e phase 2 (voting on 18th April 2019) & phase 3 (Voting on 23 April 2019). The citizens of Karnataka state can check their name in the district wise CEO Karnataka Voters List 2020 with Photo and download Voter ID Card. The district wise Photo Electoral Rolls are available in the PDF format at ceokarnataka.kar.nic.in. 
Chief Electoral Officer (CEO) of Karnataka has published the updated final voter list (electoral roll) prior to elections. Accordingly, people can now find their name in the CEO Karnataka Voter List 2020 and can Download Voter ID Card before casting their vote. 
People can now download the entire PDF file of the Electoral Roll (Voter List) and perform manual searching in the Voter List 2020. Moreover, people can adopt a hassle free process and check their names online. ",https://www.ceokarnataka.kar.nic.in/,https://drive.google.com/file/d/1-1XCY5cFYwVOmX9it_Kj_bKKjeDvh665/view?usp=sharing
"Karnataka govt. has announced MSME Sarthak Scheme 2019 for the job creating Micro, Small and Medium Enterprises (MSMEs). This new industrial policy would attract investment, new technologies and would also generate additional employment. In additional a new policy named “Kalpavruksha Kayaka Niti” will be implemented to promote manufacture of ready use goods.
MSME Sarthak Scheme will be rolled out for the comprehensive development of industries, especially to the priority sectors in backward areas of tier 2 and tier 3 centers. The existing industrial policy (2014-2019) in Karnataka would expire in September 2019. 
The announcement to launch this new scheme named “MSME-Sarthak” and “Kalpavruksha Kayaka Niti” was made by CM H.D Kumaraswamy while presenting the state budget for FY 2019-20.
",https://imp.center/gov/karnataka-msme-sarthak-scheme-kalpavruksha-kayaka-niti-policy/,https://drive.google.com/file/d/1KuBKioktYHrPTvUFF7ny_bG9z9KpLjEa/view?usp=sharing
"Karnataka govt. has announced Gruhalaxmi Crop Loan Scheme in the recent Budget 2019-20 presented by CM H.D Kumaraswamy. Under this scheme, all the farmers would be able to get loans at lesser interest rates on the mortgage of ornaments like gold, silver, platinum etc. 
Gruhalaxmi Crop Loan Scheme 2019 in Karnataka would help all the farmers in distress and enable them to avail soft loans for their crops. Now farmers will not have to roam here and there to avail loans for crops, they can simpley mortgage their ornaments to get loans at even lower interest rates.
This move of the state govt. will reduce the number of suicidal deaths of farmers who die because of their inability to get loans.

",https://sarkariyojana.com/karnataka-gruhalaxmi-crop-loan-scheme/,https://drive.google.com/file/d/1P0WFc8lQrVenX5vcJ8kyzPj-GfsJ3Q9R/view?usp=sharing
"Karnataka govt. has announced a new scheme named Raitha Siri in recent Budget 2019-2020. Under this Raitha Siri Scheme in Karnataka, the state govt. will provide Rs. 10,000 per hectare to all the millet growers. The primary objective of this scheme is to promote millet farming in Karnataka. 
In addition to this, CM has also announced Raith Kanaja Scheme and Gruhalaxmi Crop Loan Scheme for the welfare of farmers. Raitha Kanaja Scheme in Karnataka is going to provide minimum support price to 12 notified farm produce. Under Gruhalaxmi Crop Loan Scheme, farmers can avail loans at just 3% interest on mortgage of loans. 
The state govt. of Karnataka expects the Gross State Domestic Product (GSDP) to grow a bit slower than the previous financial year due to prevailing drought situation. ",https://raitamitra.karnataka.gov.in/info-2/Raita+Siri/en,https://drive.google.com/file/d/1dwtd2P_quq3CuDoRpHN4QS8MnPdR1BRw/view?usp=sharing
"Karnataka Yeshasvini Health Insurance SchemeYeshasvini Cooperative Farmers Health Care Scheme (YCFHS) ImplementationKarnataka Yeshasvini Scheme Medical Benefits
Karnataka govt. has decided to reintroduce the Yeshasvini Health Insurance Scheme for Farmers. This Yeshasvini Cooperative Farmers Health Care Scheme (YCFHS) was previously introduced on 14 November 2002 (implemented w.e.f 1 Jun 2003) for the co-operative farmers of Karnataka. Yeshasvini Scheme is one of the largest self funded healthcare scheme in the country and CM said that the scheme is going to replace the Ayushman Bharat – PM Jan Arogya Yojana.
Yeshasvini Self Funded Health Care Scheme is based on the concept of rural health care scheme and is implemented through network hospitals. This Yeshasvini Scheme provides cost effective quality healthcare facilities to the co-operative farmers spread across the state. Now this scheme would be reintroduced in the Karnataka Budget 2019-20.",http://sahakara.kar.gov.in/Yashasivini.html,https://drive.google.com/file/d/1hFJ43zKLWvwF2fypXxZ-1C3IwT-d0XhZ/view?usp=sharing
"Karnataka CM has announced that the state govt. will fulfill commitment of paying Rs. 46,000 crore under Farm Loan Waiver Scheme. Now the state govt. is going for one stroke implementation to completely waive off loans of farmers under Farmer Loan Waiver Scheme in the upcoming Karnataka second Budget 2019-20 scheduled to be presented on 8th February 2019.
Previously, the state govt. planned to complete the farm loan waiver scheme in 4 stages. But after the relentless attack on CM by PM Narendra Modi, who termed it as only a “lollipop” for insignificant number of farmers, the state govt. has decided to do so. 
The state govt. is working hard to resolve the long term demand of waiving loans of farmers. In the upcoming budget, CM will clear the complete loan waiver and now it will not take 4 years. Hence the primary focus is to make it clear that it is not only a lollipop but it is a major step towards the welfare of farmers.
",https://www.hindustantimes.com/india-news/why-the-rs-53-000-crore-farm-loan-waiver-could-end-up-as-burden-for-karnataka/story-WJ5XthlmJP6KXb8aB7noHI.html,https://drive.google.com/file/d/1Gl9loG6ahzU14ym7Sqr4W_9CeIQ-QEx3/view?usp=sharing
"Karnataka Kayaka Yojana Loan Scheme Online Application FormHow to Apply Online for Kayaka YojaneEligibility Criteria for Kayaka SchemeKayak Yojana in Karnataka
Karnataka CM H.D Kumaraswamy kicks off Kayaka Yojana Loan Scheme to encourage skill development through self Help groups (SHGs). Under this Kayaka Scheme, the state government will provide loans upto Rs. 10 lakh to these SHGs from cooperative sector banks. People can apply online for this interest free loan scheme by filling the Kayaka Yojane online application form which will start soon.
The state govt. plans to purchase products prepared by women associations under Karnataka Kayaka Yojana Loan Scheme. For this purpose, govt. will impart necessary training to woman associations to prepare various products and marketing them under the Kayak Scheme. In addition to this, Karnataka govt. will also ensure marketing facility for the prepared products.
Loans upto Rs. 5 lakh under Kayaka Yojane will be given at 0% interest rate, while the loans between Rs. 5 lakh to Rs. 10 lakh would be given at 4% interest rate. ",https://www.yojanagyan.in/karnataka-kayaka-yojana/,https://drive.google.com/file/d/1UBnbd-VMUda-r3yix1QiwBBOPbSw6iwJ/view?usp=sharing
"Karnataka govt. launches Prabuddha Scheme to help students from scheduled caste (SC) & schedule tribe (ST) communities to study abroad. Prabhudha Scheme is going to cover a student’s course fees, lodging & boarding expenditure and airfare to the country in which student pursue their studies. Moreover, there is 33% reservation for women candidates and 4% reservation for the differently abled students per year.
SC / ST students can now pursue their undergraduate, post graduate and Ph.D programmes in international universities at little or no cost. The state govt. has earmarked an annual budget of Rs. 120 crore for this scheme.
Around 400 students from SC / ST communities will get an opportunity to study abroad this academic year.
",https://imp.center/gov/karnataka-prabuddha-scheme-sc-st-students-study-abroad/,https://drive.google.com/file/d/1w25UA0xSDjrrav598LFDbpCTcxYFlDiE/view?usp=sharing
"Chief Minister Self Employment Scheme (CMEGP) Online Application Form2. Download CM Self Employment Scheme (CMEGP) Application Form3. Check CMEGP Application Status OnlineChief Minister Self Employment Generation Programme (CMEGP) DocumentsCMEGP Details & Eligibility CriteriaChief Minister Self Employment Scheme Helpline Numbers
Karnataka govt. is inviting online applications for Chief Minister Self Employment Scheme at cmegp.kar.nic.in to provide govt. subsidy on loans to individual entrepreneurs in rural areas. Each beneficiary can avail subsidy ranging from 25% to 35% on a single project costing upto Rs. 10 lakh. Interested candidates can check CMEGP details, documents before filling cm self employment scheme online application form 2019 at the official website. 
The state government of Karnataka provides government loans to individual entrepreneurs to generate self employment opportunities under chief minister’s self employment generation programme. Beneficiaries can start a new project by making own contribution of just 5% (special category) and 10% (general category) of the total project cost.",https://maha-cmegp.gov.in/onlineapplication,https://drive.google.com/file/d/14kkyqN8KKsvFf_D_iyXz8YdF5DbUGOOh/view?usp=sharing
"Karnataka govt. is going to launch a new loan scheme to encourage entrepreneurship among the members of self-help groups (SHGs). This new scheme of the state govt. will provide loans upto Rs. 10 lakhs to SHGs to boost entrepreneurial activities among the members of these SHGs. 
This scheme is in accordance with the long pending demand of self-help groups to provide them with zero interest loans to boost their activities. 
CM HD Kumaraswamy will also launch Badavara Bandhu scheme to provide one day loans upto Rs. 1000 to street vendors and small traders to free them from menace of meter baddi.
","https://www.thehindubusinessline.com/news/national/karnataka-plans-new-loan-scheme-for-self-help-groups/article25183870.ece#:~:text=Addressing%20presspersons%20in%20Mangaluru%20on,up%20to%20%E2%82%B95%20lakh.",https://drive.google.com/file/d/15MXuPgTdJeVzGxSDK0kCEzDyhJFOaXCb/view?usp=sharing
"Karnataka govt. has launched an ambitious Unnati scheme to promote technology startups being run by SC / ST youths and those who are developing a product or solution with strong rural focus. Karnataka Unnati Scheme Application Form will remain available from 10 October 2018 at www.kalyanakendra.com. The state govt. will support these startups by providing funds which can go upto Rs. 50 lakh. 
The state govt. has allocated a budget of Rs. 20 crore to encourage startups which would result in job creation and skill development among Dalit and Adivasi youth. The official statement said “Funds are not an issue if startups come up with good ideas. If the response is good, the budget can go up to Rs 100 crore”. Karnataka Unnati scheme is a major push for a real change on the ground level.
The primary objective to start such kind of scheme for startups is to find new ideas to solve old age issues.",https://imp.center/gov/karnataka-unnati-scheme-application-form-fund-startups/,https://drive.google.com/file/d/1uvDAFmgjoFUsrtj6E9wruAHYi9roTJwT/view?usp=sharing
"Karnataka govt. is going to launch Poushtika Karnataka Yojana which will implement Centre’s Poshan Abhiyan Programme. This scheme will converge multiple schemes for women and children and will be implemented in 11 districts in the 1st phase. The primary focus would be on ensuring proper nutrition to women and children and to reduce malnutrition, stunting, under-nutrition, anaemia, low birth weight and other growth related problems.
Ministry of Women and Child Development has launched this Poushtika Karnataka Yojana on 24 September 2018. The primary objective is to provide strategic intervention in child and women welfare. Most of the children and women belonging to remote rural areas will get benefited from this scheme.
The state govt. will ensure proper nutrition to realize the vision of “Kuposhan Mukt Bharat”. Also better monitoring, supervision, target fixing, issuance of alerts for timely actions and guidance of nutrition related interventions across ministries will be ensured. 
",https://imp.center/gov/poushtika-karnataka-yojana-nutrition-poshan-abhiyan/,https://drive.google.com/file/d/18qd4_n92lcRNr429AItmd4LqrLpY4Vid/view?usp=sharing
"After the official launch of Pradhan Mantri Jan Arogya Yojana by PM Modi at Ranchi (Jharkhand), Karanataka govt. will launch PMJAY scheme in integration with Arogya Karnataka Yojana. Suvarna Arogya Suraksha Trust will be the implementing agency for Ayushman Bharat Yojana in Karnataka to provide cashless treatment upto Rs. 5 lakh to BPL families and upto Rs. 1.5 lakh for APL families. Ayushman Bharat – Arogya Karnataka Health Scheme (integrated) will cover 1628 treatment procedures. 
Cabinet committee has decided to integrate Ayushman Bharat Yojana & Arogya Karnataka Yojana in the state and an MoU has been sent to the central govt. for approval. PMJAY-Arogya Karnataka will be implemented with budgetary allocation of approx. Rs. 1000 crore. 
Latest Update – Check PM Jan Arogya Yojana Hospitals List to find Ayushman Bharat empanelled hospitals.",https://pmjay.gov.in/about/pmjay,https://drive.google.com/file/d/1WLjO27L_k-NM53Y_exh26nYZqQPdCywU/view?usp=sharing
"Karnataka govt. has decided to introduce a new Badavara Bandhu One Day Loan Scheme for Street Vendors / Small Time Traders / Footpath Hawkers. Under this Badavara Bandhu Scheme, all the people of urban poor segment (रेहड़ी पटरी वाले) will now get loans most likely upto 1000 for a single day without interest or nominal interest. Now, all these poor people will not have to take money from money lenders who provides loans at 2% to 10% per day. 
The state govt. is soon going to make formal announcement for Karnataka Badavara Bandhu One Day Loan Scheme. All the poor footpath vendors and small-time traders needs working capital on a day to day basis and thus are being exploited. These loans are taken in the morning and needs to be returned in the evening with upto 10% interest along with principal amount. 
So, CM Kumarasamy has decided to reach out these poor people and to provide them with money to stop their exploitation. Cooperation department will be releasing mobile banks to give loans in prominent markets. ",https://imp.center/gov/karnataka-badavara-bandhu-one-day-loan-scheme-street-vendors-traders/,https://drive.google.com/file/d/1qWm5ZN-sSs3prchqIpoAolTNsMWPjdk8/view?usp=sharing
"Karnataka govt. has cleared the plan for Farm Loan Waiver Scheme to waive off Nationalised Banks Loans of Farmers. Under this scheme, all crop loans of the farmers taken from nationalized banks will be waived. Even the farmers who have repaid loans on time will get incentives. The state govt. will provide Rs. 30,160 crore to the banks including Rs. 7,419 crore interest to benefit around 23 lakh loan bank account holders.
With all the nationalized banks refusing to accept the zero interest bonds or waiver of interest on current loans, the state govt. expects an additional burden of Rs. 30,160 crore to waive off crop loans. Moreover, all the banks have agreed to accept payment in installments but with interest calculated for all 4 years over which the loan reimbursement will be spread.
After the CM H.D. Kumaraswamy meeting with banks official on 25 August 2018, it is decided that banks are ready to issue “No-Debt Certificate” to farmers immediately.","https://www.financialexpress.com/economy/karnataka-govt-announces-waiver-of-npa-loans-of-about-1-lakh-farmers/1608099/#:~:text=The%20Karnataka%20government%20Friday%20decided,965%20crore%20to%20commercial%20banks.&text=Baskar%20said%20that%20with%20regard,by%20transferring%20Rs%205%2C297%20crore.",https://drive.google.com/file/d/1C8dAi4lMT_qfnWAByuV1tMxOei_fKdmc/view?usp=sharing
